Transcript,Label,Binary Label
 and it's high my speak.,NoStutteredWords,No-Stutter
 have to pause.,Prolongation,Stutter
 And,Prolongation,Stutter
 노리� Wil'50,NoStutteredWords,No-Stutter
 Oh my god bless!,Block,Stutter
 And I have to use,NoStutteredWords,No-Stutter
 And this yeah yeah yeah with your,Prolongation,Stutter
 and the fast course back.,DifficultToUnderstand,Stutter
 I'm a piece piece.,Prolongation,Stutter
 The pissed.,Prolongation,Stutter
 had a cage.,NoStutteredWords,No-Stutter
 to contact each day.,Block,Stutter
 and it's quite,NoStutteredWords,No-Stutter
 Interesting how,Prolongation,Stutter
 people,Prolongation,Stutter
 and,NoStutteredWords,No-Stutter
 And there are times and men.,NoStutteredWords,No-Stutter
 people take a step back,NoStutteredWords,No-Stutter
 and have to start again.,NoStutteredWords,No-Stutter
 the time I was,DifficultToUnderstand,Stutter
 and meeting to pass all of us.,NoStutteredWords,No-Stutter
" And I mean, I had this...",NoStutteredWords,No-Stutter
 at first but,Prolongation,Stutter
 I enjoyed it and it was not,NoStutteredWords,No-Stutter
" Yeah, let's go to you.",NoStutteredWords,No-Stutter
,DifficultToUnderstand,Stutter
美味しさな,Prolongation,Stutter
" Okay, great, great.",WordRep,Stutter
" Okay, all right, and where they're,",NoStutteredWords,No-Stutter
 where there are other women on on,WordRep,Stutter
 had an opportunity to meet.,Block,Stutter
 And auntie said.,Prolongation,Stutter
" week, makeunes quite.",NoStutteredWords,No-Stutter
 it's bad,NoStutteredWords,No-Stutter
" Yeah, it was.",Prolongation,Stutter
 Then many...,Block,Stutter
 asked is that that seems to be,NoStutteredWords,No-Stutter
 common in whatever type of,NoStutteredWords,No-Stutter
 because there's fewer women that stand,Interjection,Stutter
 that stammer. So I think it's,NoStutteredWords,No-Stutter
 a male or a female.,NoStutteredWords,No-Stutter
 it was a,Block,Stutter
" Yeah, well yeah nice.",Block,Stutter
 I'm... And nothing...,NoStutteredWords,No-Stutter
 Another story I'm going to be about that.,NoStutteredWords,No-Stutter
 again and,NoStutteredWords,No-Stutter
" And, my sister dies.",Prolongation,Stutter
 I'm at A.,Block,Stutter
" Betty Bapet, oh",NoStutteredWords,No-Stutter
 third time now that I,Prolongation,Stutter
 And I've got to say,NoStutteredWords,No-Stutter
 that's what all these,NoStutteredWords,No-Stutter
 each other day,Block,Stutter
那 molé本読,NoStutteredWords,No-Stutter
ienie whepp. 스킬ами Impe crawdan,Prolongation,Stutter
 of the program and the tech.,NoStutteredWords,No-Stutter
 one take to whack and,NoStutteredWords,No-Stutter
 and put a fast couple of times,NoStutteredWords,No-Stutter
 I kept taking you stuck back. But...,NoStutteredWords,No-Stutter
 But this time,Block,Stutter
 Thenод But there is,DifficultToUnderstand,Stutter
 and you can't cheat and,NoStutteredWords,No-Stutter
 And it's good to have.,Block,Stutter
 both of them and me.,NoStutteredWords,No-Stutter
 Did you get involved in doing that?,NoStutteredWords,No-Stutter
 No,NoStutteredWords,No-Stutter
" with it, you think that might be part of it?",NoStutteredWords,No-Stutter
 And yeah that could be actually.,Prolongation,Stutter
 work. So,Prolongation,Stutter
 So be able to have this.,Prolongation,Stutter
 Any other speaking Bye,Prolongation,Stutter
 I had to give it another go.,NoStutteredWords,No-Stutter
 to help me.,NoStutteredWords,No-Stutter
 something to others.,Prolongation,Stutter
" And don't really, okay.",Block,Stutter
 And I want you to...,NoStutteredWords,No-Stutter
 you. Breathe. To me.,DifficultToUnderstand,Stutter
 other speech.,NoStutteredWords,No-Stutter
ほどさーーと,NoStutteredWords,No-Stutter
 back to my old speaking.,Block,Stutter
 Okay.,Block,Stutter
 So they helped.,NoStutteredWords,No-Stutter
 Stay healthy.,NoStutteredWords,No-Stutter
 it doesn't really clear the show,NoStutteredWords,No-Stutter
 and interest in,NoStutteredWords,No-Stutter
 improving,Block,Stutter
 and so when,Prolongation,Stutter
" Bye, bye dad.",WordRep,Stutter
恤我,Prolongation,Stutter
 to grow into,NoStutteredWords,No-Stutter
 into a kind of,Prolongation,Stutter
 and I'll sing about.,Interjection,Stutter
 and your,Prolongation,Stutter
อย่างนี้ว่างไม่,Block,Stutter
" and say, nah.",DifficultToUnderstand,Stutter
" It's been a bit of time, but I...",Prolongation,Stutter
 It was hard and...,Prolongation,Stutter
 I had a few.,Prolongation,Stutter
 and overcome my,NoStutteredWords,No-Stutter
 Sweet.,Block,Stutter
 I'm gonna speak to my couch and leave.,SoundRep,Stutter
 times because I couldn't,NoStutteredWords,No-Stutter
 And we out in class.,NoStutteredWords,No-Stutter
 and I did that at the end.,Prolongation,Stutter
 at the time of my,NoStutteredWords,No-Stutter
" Yeah, or I can.",NoStutteredWords,No-Stutter
 Explain,Prolongation,Stutter
 not people to walk...,Block,Stutter
 Cool! And...,NoStutteredWords,No-Stutter
 Yeah it was a mini hug.,Prolongation,Stutter
 I part of,Prolongation,Stutter
 part of my English kind of,NoStutteredWords,No-Stutter
,Prolongation,Stutter
 you come across that but I,NoStutteredWords,No-Stutter
 but I wanted to.,Prolongation,Stutter
" Ja, jetzt kommt das uaseinander!",NoStutteredWords,No-Stutter
 So it's more and,NoStutteredWords,No-Stutter
" And yeah, I just couldn't.",Prolongation,Stutter
 So what do you like to do for fun?,NoStutteredWords,No-Stutter
啰啰啰啰啰啰啟啰啰啟啰啟啟啰啟啰啡啪啟啰啟啡啡啲啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡啡�啡啡啡啡啡啡啡啡啡啡啡啡啡�啡啡啡啡啡啡�-啡啡啡啡啡啡啡�ll啡啡啡啡啡啡啡啡啡���,Prolongation,Stutter
 I think that wasث. Good.,SoundRep,Stutter
 이 문택도 отдань,Block,Stutter
 you enjoy help help help help,WordRep,Stutter
 helping people and you decide,Block,Stutter
,SoundRep,Stutter
 for a month.,NoStutteredWords,No-Stutter
" Please be more, all...",Prolongation,Stutter
 What advice would you give her?,NoStutteredWords,No-Stutter
 That's that's great.,WordRep,Stutter
" Yes, yes, okay.",WordRep,Stutter
 a child with a stutter.,NoStutteredWords,No-Stutter
 therapy,SoundRep,Stutter
 experience. Do you think it's,NoStutteredWords,No-Stutter
,SoundRep,Stutter
 or Dean it's,SoundRep,Stutter
,SoundRep,Stutter
 Фар.,Block,Stutter
" Oh, no, no, no, no, no.",Block,Stutter
" yn ar dhu ar otro redd, yn creu'u byg.",SoundRep,Stutter
 when' we miss it in the,Prolongation,Stutter
 has she done therapy too?,SoundRep,Stutter
 Family.,NoStutteredWords,No-Stutter
 I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I-I,SoundRep,Stutter
 Yes? Zhaskar다 and so yours,NoStutteredWords,No-Stutter
 People at work.,Block,Stutter
" Uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh, uh uh, uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh uh",SoundRep,Stutter
 with other new positions.,Block,Stutter
" And no, bye, bye, bye.",Block,Stutter
" Is that, is that, do you find that,",WordRep,Stutter
 through music.,Block,Stutter
 had to,Block,Stutter
 Do you write your own music?,Block,Stutter
" No, no.",SoundRep,Stutter
 And we do a communication.,Interjection,Stutter
 You know,NoStutteredWords,No-Stutter
 the Association.,Block,Stutter
 uh... between uh,Interjection,Stutter
 What do people think of stuttering?,NoStutteredWords,No-Stutter
 . Am I redo,DifficultToUnderstand,Stutter
 Um... biggestret.,Interjection,Stutter
,Block,Stutter
" yes, it did",SoundRep,Stutter
" do in that. Oh good, good.",WordRep,Stutter
 about your stuttering.,WordRep,Stutter
 bye bye,DifficultToUnderstand,Stutter
 A trip himself...,NoStutteredWords,No-Stutter
" Um, uh, uh.",Interjection,Stutter
 That does one of the things that I want to do.,WordRep,Stutter
 Could you some help on work on?,NoStutteredWords,No-Stutter
 I've been able to do it.,Interjection,Stutter
 I'm strong.,WordRep,Stutter
 Abos... Abos...,WordRep,Stutter
 is embarrassing mostly for me.,NoStutteredWords,No-Stutter
 I wasn't laughed at either.,Interjection,Stutter
 is very interesting. It's very interesting.,WordRep,Stutter
 I don't know. It's a...,WordRep,Stutter
" Okay, so I-",NoStutteredWords,No-Stutter
 closure and feel like.,NoStutteredWords,No-Stutter
" That's it, usted!",Prolongation,Stutter
 Although it's out there and people,NoStutteredWords,No-Stutter
 what if I do the more I about it?,NoStutteredWords,No-Stutter
 struggle a little bit with,NoStutteredWords,No-Stutter
 to say hey it's okay.,NoStutteredWords,No-Stutter
 a lot of hobbies.,NoStutteredWords,No-Stutter
 but I'm especially in the corner.,NoStutteredWords,No-Stutter
 in the group. Alright friends ready now.,NoStutteredWords,No-Stutter
 That's true. That's a very good idea.,WordRep,Stutter
,NoStutteredWords,No-Stutter
,Block,Stutter
 And once we got some,Interjection,Stutter
" thought, a good release, I, I, I, I, I.",WordRep,Stutter
 but we just don't have a lot of time.,Interjection,Stutter
 have been very proactive.,Interjection,Stutter
 What was it like?,Interjection,Stutter
" Uh, blah blah",NoStutteredWords,No-Stutter
,WordRep,Stutter
,Prolongation,Stutter
 and,Interjection,Stutter
" I don't know, I was...",Block,Stutter
 favorite memory.,NoStutteredWords,No-Stutter
,Interjection,Stutter
 I guess that.,Block,Stutter
 and,Interjection,Stutter
 moment. There were,Interjection,Stutter
 so soon.,Interjection,Stutter
 They are rather expensive.,Interjection,Stutter
 for their first time.,Block,Stutter
 I hope this is their future. Thank you very much.,SoundRep,Stutter
" So, in kind of,",Interjection,Stutter
 What advice would you give her?,NoStutteredWords,No-Stutter
" And, um, boy.",Interjection,Stutter
 going to one of these kinds.,Block,Stutter
 is amazing.,Interjection,Stutter
 I would say,Interjection,Stutter
 of the lessons that I've learned.,SoundRep,Stutter
 here in Maine. So yeah.,Interjection,Stutter
 ways that it has changed me just process.,NoStutteredWords,No-Stutter
" I went to the nurse. Actually in high school, I went to the nurse. Actually in high school, I went to the nurse.",Interjection,Stutter
 want to be a nurse.,SoundRep,Stutter
" Um, it actually is.",NoStutteredWords,No-Stutter
 It's actually not bad at all.,Interjection,Stutter
 I think I probably went years without,NoStutteredWords,No-Stutter
 You've had therapy?,Prolongation,Stutter
 I have. I have. I actually,WordRep,Stutter
" I didn't have really um, but",Interjection,Stutter
 I could stutter a little bit.,Block,Stutter
 been covert.,NoStutteredWords,No-Stutter
" you know, um",Interjection,Stutter
 curiosity.,Block,Stutter
 home school for as long as I was. I think,NoStutteredWords,No-Stutter
 or at least it did scare.,NoStutteredWords,No-Stutter
 do do you have? I have,WordRep,Stutter
 Does anybody else in the family stutter?,NoStutteredWords,No-Stutter
 He was telling me how... how...,WordRep,Stutter
 up. Crying a little bit more. Stacking it up a bit.,Interjection,Stutter
 really cool. I had actually,Block,Stutter
 So good. I'm glad.,NoStutteredWords,No-Stutter
 I'm pretty excited too. Oh great.,Block,Stutter
 in the first one I had Mac.,NoStutteredWords,No-Stutter
" I had actually made good, good, great.",SoundRep,Stutter
 I was...,WordRep,Stutter
" Um, and that-",Block,Stutter
 How did that feel when she came up to you?,NoStutteredWords,No-Stutter
" I, I, I, I work",WordRep,Stutter
" That's true, so. Yeah.",NoStutteredWords,No-Stutter
 asking the F. from a very place,NoStutteredWords,No-Stutter
,SoundRep,Stutter
 So,Prolongation,Stutter
 I think that the better,WordRep,Stutter
 hey,Interjection,Stutter
 all about.,WordRep,Stutter
 Okay.,Prolongation,Stutter
 or are there more males?,NoStutteredWords,No-Stutter
 Yeah!,Block,Stutter
" I am hearing what you have been up<|jw|>, so",Interjection,Stutter
 very charged,Prolongation,Stutter
 Betiyon o zengin,NoStutteredWords,No-Stutter
 And,DifficultToUnderstand,Stutter
,Block,Stutter
 Can you just tell us your name again?,NoStutteredWords,No-Stutter
 meetings and one of the,Block,Stutter
 Yes. I was soybar all yucubi I've found aging fruit or $3.摩 easru Yes. Just th you would sayYA who're coming back,WordRep,Stutter
" That's stuttering, is that a problem?",NoStutteredWords,No-Stutter
 Umm!,Prolongation,Stutter
 I'm eating.,Block,Stutter
 I think...,Block,Stutter
 I think that they're...,Prolongation,Stutter
 Ben and Sweden for the last year?,NoStutteredWords,No-Stutter
 people and when I was,Interjection,Stutter
 Now the on the,Interjection,Stutter
 Because you stutter.,Interjection,Stutter
" and really, yeah.",Interjection,Stutter
 We...,Interjection,Stutter
 I have to do some,Block,Stutter
 but I was a really proud of it.,NoStutteredWords,No-Stutter
 at all.,Block,Stutter
 has every year,Interjection,Stutter
 therapy,Block,Stutter
 of its,Interjection,Stutter
 hide it at the cost you really charge,DifficultToUnderstand,Stutter
 you feel better.,Interjection,Stutter
 huh,Block,Stutter
 about,Interjection,Stutter
 six seven years,Block,Stutter
" Fair, fair, fair.",SoundRep,Stutter
 pride to be a part of,NoStutteredWords,No-Stutter
 all the grapes that I am.,NoStutteredWords,No-Stutter
" I mean, in the...",WordRep,Stutter
" But yes, Iical progressive.",NoStutteredWords,No-Stutter
 really help connect.,NoStutteredWords,No-Stutter
 People to each other.,NoStutteredWords,No-Stutter
 That... Tampa Likes. Definitely..,SoundRep,Stutter
 Mande Kieler,Prolongation,Stutter
 And...,Prolongation,Stutter
 this stage in your life.,NoStutteredWords,No-Stutter
 I am other.,Block,Stutter
 Co-co.,Block,Stutter
 comfortable stage.,Prolongation,Stutter
,SoundRep,Stutter
 Every day all,SoundRep,Stutter
 S.,Prolongation,Stutter
" Hey balloon hat, challenge",SoundRep,Stutter
 And I'm happy with that.,NoStutteredWords,No-Stutter
 It sounds it. It sounds it.,WordRep,Stutter
 her as she's kind of coming along.,NoStutteredWords,No-Stutter
 I would advise her to...,SoundRep,Stutter
 of the world.,Block,Stutter
 ...tüngering olmuyor.,SoundRep,Stutter
" Live life, enjoy where you can.",NoStutteredWords,No-Stutter
 and just take each day as a,Block,Stutter
 And it's actually easier.,NoStutteredWords,No-Stutter
 to sit in your ring.,Prolongation,Stutter
 Maybe they look after or...,Prolongation,Stutter
 Or,Prolongation,Stutter
 to know you.,WordRep,Stutter
" Let's! Hy- quie pamp, Ivy name and",SoundRep,Stutter
